Customer_ID,First_Name,Last_Name,City,State,Country,Postal_Code,Region,Order_ID,Order_Date,Ship_Date,Sales,Product_ID,Product_Name,Category,Sub_Category,Shipper_ID,Ship_Mode
ON-18715,Odella,Nelson,Houston,Texas,United States,77095,Central,US-2016-161466,2016-09-24,2016-09-27,6.85,OFF-AR-10000634,Newell 320,Office Supplies,Art,104,Second Class
NF-18595,Nicole,Fjeld,Seattle,Washington,United States,98105,West,US-2015-131870,2015-09-09,2015-09-11,30.82,OFF-AR-10000634,Newell 320,Office Supplies,Art,101,First Class
FC-14245,Frank,Carlisle,Sacramento,California,United States,95823,West,CA-2016-104059,2016-06-13,2016-06-15,3.42,OFF-AR-10000634,Newell 320,Office Supplies,Art,104,Second Class
MK-17905,Michael,Kennedy,Miami,Florida,United States,33180,South,CA-2016-107468,2016-12-18,2016-12-22,6.85,OFF-AR-10000634,Newell 320,Office Supplies,Art,103,Standard Class
KH-16630,Ken,Heidel,Houston,Texas,United States,77070,Central,CA-2015-102673,2015-11-01,2015-11-05,7.52,OFF-AR-10000634,Newell 320,Office Supplies,Art,103,Standard Class
DM-13015,Darrin,Martin,San Antonio,Texas,United States,78207,Central,US-2018-105389,2018-10-23,2018-10-28,3.56,OFF-AR-10000634,Newell 320,Office Supplies,Art,104,Second Class
JL-15835,John,Lee,Mission Viejo,California,United States,92691,West,CA-2015-110849,2015-04-18,2015-04-23,10.75,OFF-AR-10000657,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,103,Standard Class
EB-13870,Emily,Burns,Orem,Utah,United States,84057,West,CA-2016-153626,2016-07-09,2016-07-14,5.16,OFF-AR-10000657,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,103,Standard Class
BT-11680,Brian,Thompson,Houston,Texas,United States,77036,Central,CA-2016-125710,2016-10-08,2016-10-13,3.44,OFF-AR-10000657,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,103,Standard Class
KM-16375,Katherine,Murray,Salem,Virginia,United States,24153,South,CA-2018-159135,2018-11-04,2018-11-08,4.3,OFF-AR-10000657,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,103,Standard Class
NC-18340,Nat,Carroll,Fargo,North Dakota,United States,58103,Central,CA-2018-111332,2018-05-20,2018-05-22,7.41,OFF-AR-10000657,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,104,Second Class
AC-10615,Ann,Chong,Seattle,Washington,United States,98115,West,CA-2018-157987,2018-09-02,2018-09-06,4.92,OFF-AR-10000658,Newell 324,Office Supplies,Art,103,Standard Class
KD-16345,Katherine,Ducich,Los Angeles,California,United States,90049,West,US-2015-138828,2015-09-02,2015-09-03,14.94,OFF-AR-10000658,Newell 324,Office Supplies,Art,101,First Class
AG-10900,Arthur,Gainer,Philadelphia,Pennsylvania,United States,19134,East,US-2015-119137,2015-07-23,2015-07-27,8.16,OFF-AR-10000658,Newell 324,Office Supplies,Art,103,Standard Class
TS-21655,Trudy,Schmidt,El Paso,Texas,United States,79907,Central,CA-2016-153878,2016-04-25,2016-04-30,57.75,OFF-AR-10000658,Newell 324,Office Supplies,Art,103,Standard Class
KB-16585,Ken,Black,San Francisco,California,United States,94110,West,CA-2016-103716,2016-04-30,2016-05-06,19.8,OFF-AR-10000658,Newell 324,Office Supplies,Art,103,Standard Class
JJ-15760,Joel,Jenkins,Houston,Texas,United States,77036,Central,CA-2016-115091,2016-10-05,2016-10-09,28.84,OFF-AR-10000658,Newell 324,Office Supplies,Art,103,Standard Class
NF-18595,Nicole,Fjeld,Seattle,Washington,United States,98105,West,CA-2016-110667,2016-04-04,2016-04-08,9.09,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,103,Standard Class
EH-13945,Eric,Hoffmann,Plainfield,New Jersey,United States,7060,East,CA-2015-107594,2015-07-02,2015-07-06,5.58,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,103,Standard Class
AF-10885,Art,Foster,Toledo,Ohio,United States,43615,East,CA-2015-114181,2015-05-10,2015-05-14,22.32,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,104,Second Class
MM-18055,Michelle,Moray,Chicago,Illinois,United States,60623,Central,CA-2015-144029,2015-05-26,2015-05-31,13.39,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,103,Standard Class
CM-12235,Chris,McAfee,Milwaukee,Wisconsin,United States,53209,Central,CA-2017-101525,2017-05-01,2017-05-04,11.16,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,104,Second Class
GA-14515,George,Ashbrook,El Paso,Texas,United States,79907,Central,CA-2017-106915,2017-11-26,2017-12-02,17.86,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,103,Standard Class
MS-17980,Michael,Stewart,Dallas,Texas,United States,75220,Central,CA-2018-117667,2018-12-04,2018-12-09,13.39,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,103,Standard Class
SU-20665,Stephanie,Ulpright,Jackson,Mississippi,United States,39212,South,CA-2018-157966,2018-03-13,2018-03-13,15.55,OFF-AR-10000799,Col-Erase Pencils with Erasers,Office Supplies,Art,102,Same Day
BP-11185,Ben,Peterman,Seattle,Washington,United States,98103,West,US-2018-140907,2018-12-10,2018-12-12,18.24,OFF-AR-10000799,Col-Erase Pencils with Erasers,Office Supplies,Art,104,Second Class
TB-21400,Tom,Boeckenhauer,Seattle,Washington,United States,98105,West,US-2018-120147,2018-03-30,2018-03-30,6.08,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,102,Same Day
KM-16225,Kalyca,Meade,Baltimore,Maryland,United States,21215,East,US-2016-138093,2016-12-10,2016-12-16,26.4,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,103,Standard Class
SC-20695,Steve,Chapman,La Crosse,Wisconsin,United States,54601,Central,US-2017-124163,2017-09-25,2017-09-30,3.04,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,103,Standard Class
CM-12385,Christopher,Martinez,Chicago,Illinois,United States,60610,Central,CA-2018-111738,2018-01-03,2018-01-07,9.12,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,103,Standard Class
RP-19855,Roy,Phan,Kenosha,Wisconsin,United States,53142,Central,CA-2018-104108,2018-12-02,2018-12-09,12.16,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,103,Standard Class
CT-11995,Carol,Triggs,Los Angeles,California,United States,90004,West,CA-2016-145849,2016-09-15,2016-09-17,24.32,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,104,Second Class
BO-11425,Bobby,Odegard,New York City,New York,United States,10024,East,CA-2016-136658,2016-09-10,2016-09-17,6.08,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,103,Standard Class
MA-17560,Matt,Abelman,Jackson,Michigan,United States,49201,Central,CA-2016-110324,2016-12-01,2016-12-05,3.64,OFF-AR-10000823,Newell 307,Office Supplies,Art,103,Standard Class
JO-15280,Jas,O'Carroll,Los Angeles,California,United States,90004,West,US-2017-115819,2017-04-19,2017-04-24,5.46,OFF-AR-10000823,Newell 307,Office Supplies,Art,104,Second Class
SS-20140,Saphhira,Shifley,Los Angeles,California,United States,90036,West,CA-2018-136063,2018-12-15,2018-12-19,10.19,OFF-AR-10000823,Newell 307,Office Supplies,Art,103,Standard Class
DB-13210,Dean,Braden,Paterson,New Jersey,United States,7501,East,CA-2017-158778,2017-09-05,2017-09-09,7.87,OFF-AR-10000896,Newell 329,Office Supplies,Art,103,Standard Class
VD-21670,Valerie,Dominguez,Houston,Texas,United States,77070,Central,CA-2015-126361,2015-08-04,2015-08-09,13.18,OFF-AR-10000896,Newell 329,Office Supplies,Art,104,Second Class
JG-15310,Jason,Gross,Providence,Rhode Island,United States,2908,East,CA-2017-141957,2017-07-21,2017-07-21,11.09,OFF-AR-10000914,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art,102,Same Day
DP-13105,Dave,Poirier,Meridian,Idaho,United States,83642,West,CA-2018-102974,2018-09-19,2018-09-24,16.74,OFF-AR-10000914,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art,103,Standard Class
WB-21850,William,Brown,Philadelphia,Pennsylvania,United States,19143,East,CA-2017-165330,2017-12-11,2017-12-11,5.87,OFF-AR-10000914,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art,102,Same Day
DB-13270,Deborah,Brumfield,San Diego,California,United States,92024,West,US-2017-144477,2017-08-12,2017-08-14,37.31,OFF-AR-10000914,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art,104,Second Class
FC-14335,Fred,Chung,Chicago,Illinois,United States,60610,Central,US-2015-134054,2015-10-10,2015-10-10,255.85,OFF-AR-10000937,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,Art,102,Same Day
CR-12820,Cyra,Reiten,New York City,New York,United States,10035,East,CA-2018-159149,2018-02-17,2018-02-19,89.07,OFF-AR-10000937,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,Art,101,First Class
TH-21235,Tiffany,House,Yuma,Arizona,United States,85364,West,US-2015-134187,2015-11-04,2015-11-11,2.94,OFF-AR-10000940,Newell 343,Office Supplies,Art,103,Standard Class
MD-17860,Michael,Dominguez,Laurel,Maryland,United States,20707,East,US-2015-117744,2015-12-02,2015-12-06,16.46,OFF-AR-10000940,Newell 343,Office Supplies,Art,103,Standard Class
EM-14140,Eugene,Moren,Lehi,Utah,United States,84043,West,CA-2017-152730,2017-05-30,2017-06-04,5.56,OFF-AR-10000940,Newell 343,Office Supplies,Art,103,Standard Class
RW-19690,Robert,Waldorf,Wilmington,North Carolina,United States,28403,South,CA-2018-112431,2018-10-12,2018-10-14,5.88,OFF-AR-10000940,Newell 343,Office Supplies,Art,104,Second Class
SH-19975,Sally,Hughsby,Caldwell,Idaho,United States,83605,West,CA-2018-106180,2018-09-18,2018-09-23,8.82,OFF-AR-10000940,Newell 343,Office Supplies,Art,103,Standard Class
GM-14695,Greg,Maxwell,Los Angeles,California,United States,90036,West,CA-2017-100244,2017-09-20,2017-09-24,11.76,OFF-AR-10000940,Newell 343,Office Supplies,Art,103,Standard Class
AG-10390,Allen,Goldenen,Los Angeles,California,United States,90004,West,CA-2017-136483,2017-12-01,2017-12-06,4.7,OFF-AR-10000940,Newell 343,Office Supplies,Art,103,Standard Class
IL-15100,Ivan,Liston,San Francisco,California,United States,94122,West,CA-2016-156482,2016-02-06,2016-02-13,5.68,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,103,Standard Class
FH-14275,Frank,Hawley,New York City,New York,United States,10024,East,CA-2015-100916,2015-10-21,2015-10-26,2.84,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,103,Standard Class
ZC-21910,Zuschuss,Carroll,New York City,New York,United States,10024,East,CA-2018-100013,2018-11-06,2018-11-11,5.68,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,103,Standard Class
CS-11860,Cari,Schnelling,New York City,New York,United States,10011,East,US-2015-121566,2015-06-30,2015-07-06,2.69,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,103,Standard Class
HG-15025,Hunter,Glantz,Lakeville,Minnesota,United States,55044,Central,CA-2018-146724,2018-11-20,2018-11-27,22,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,103,Standard Class
DS-13180,David,Smith,Houston,Texas,United States,77095,Central,CA-2016-163055,2016-08-09,2016-08-16,2.2,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,103,Standard Class
DM-12955,Dario,Medina,Fairfield,Ohio,United States,45014,East,CA-2016-168480,2016-09-21,2016-09-27,25.99,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,103,Standard Class
BG-11740,Bruce,Geld,Bakersfield,California,United States,93309,West,CA-2016-154200,2016-06-18,2016-06-22,51.98,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,103,Standard Class
DB-13270,Deborah,Brumfield,San Diego,California,United States,92024,West,CA-2016-118227,2016-04-24,2016-04-28,25.99,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,103,Standard Class
ST-20530,Shui,Tom,Philadelphia,Pennsylvania,United States,19140,East,CA-2015-164182,2015-07-14,2015-07-18,13.49,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,103,Standard Class
KT-16480,Kean,Thornton,Denver,Colorado,United States,80219,West,US-2015-140116,2015-03-10,2015-03-17,83.17,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,103,Standard Class
IL-15100,Ivan,Liston,San Francisco,California,United States,94122,West,CA-2017-169971,2017-09-04,2017-09-09,3.91,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,103,Standard Class
JS-15880,John,Stevenson,Toledo,Ohio,United States,43615,East,CA-2017-162082,2017-03-14,2017-03-17,5.18,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,101,First Class
ME-17725,Max,Engle,Newark,Delaware,United States,19711,East,CA-2018-116645,2018-11-30,2018-12-04,155.94,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,103,Standard Class
SF-20200,Sarah,Foster,Philadelphia,Pennsylvania,United States,19143,East,US-2018-158505,2018-07-21,2018-07-21,25.99,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,102,Same Day
GZ-14470,Gary,Zandusky,Columbia,Maryland,United States,21044,East,US-2018-123463,2018-12-23,2018-12-23,13.48,OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,102,Same Day
JO-15550,Jesus,Ocampo,Omaha,Nebraska,United States,68104,Central,CA-2016-119291,2016-05-14,2016-05-17,2.7,OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,101,First Class
NS-18640,Noel,Staavos,Carlsbad,New Mexico,United States,88220,West,CA-2018-115651,2018-07-09,2018-07-12,8.84,OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack",Office Supplies,Art,101,First Class
CC-12430,Chuck,Clark,San Francisco,California,United States,94122,West,CA-2018-143035,2018-10-03,2018-10-05,6.63,OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack",Office Supplies,Art,104,Second Class
HW-14935,Helen,Wasserman,Detroit,Michigan,United States,48205,Central,CA-2018-140326,2018-09-04,2018-09-06,6.91,OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,101,First Class
BH-11710,Brosina,Hoffman,Hialeah,Florida,United States,33012,South,US-2016-130491,2016-02-08,2016-02-11,5.76,OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,101,First Class
LC-16885,Lena,Creighton,San Francisco,California,United States,94109,West,CA-2017-145583,2017-10-13,2017-10-19,4.02,OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,103,Standard Class
KD-16495,Keith,Dawkins,New York City,New York,United States,10024,East,CA-2016-121650,2016-12-10,2016-12-16,2.61,OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,103,Standard Class
SC-20020,Sam,Craven,Plano,Texas,United States,75023,Central,CA-2015-121006,2015-11-10,2015-11-16,3.9,OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,103,Standard Class
JK-15730,Joe,Kamberova,Mobile,Alabama,United States,36608,South,CA-2017-108616,2017-09-29,2017-10-03,25.92,OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,103,Standard Class
FH-14365,Fred,Hopkins,Long Beach,New York,United States,11561,East,CA-2017-104689,2017-12-01,2017-12-05,23.04,OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,103,Standard Class
GT-14710,Greg,Tran,New York City,New York,United States,10035,East,CA-2016-124450,2016-04-27,2016-05-03,22.74,OFF-AR-10001166,Staples in misc. colors,Office Supplies,Art,103,Standard Class
NW-18400,Natalie,Webber,New York City,New York,United States,10024,East,CA-2018-127656,2018-07-11,2018-07-17,30.32,OFF-AR-10001166,Staples in misc. colors,Office Supplies,Art,103,Standard Class
CK-12325,Christine,Kargatis,Hot Springs,Arkansas,United States,71901,South,US-2018-135230,2018-09-01,2018-09-07,7.58,OFF-AR-10001166,Staples in misc. colors,Office Supplies,Art,103,Standard Class
SF-20065,Sandra,Flanagan,Philadelphia,Pennsylvania,United States,19140,East,US-2016-164357,2016-11-25,2016-11-29,13.12,OFF-AR-10001177,Newell 349,Office Supplies,Art,103,Standard Class
RB-19435,Richard,Bierner,Los Angeles,California,United States,90004,West,CA-2018-146458,2018-11-19,2018-11-22,22.96,OFF-AR-10001177,Newell 349,Office Supplies,Art,104,Second Class
MM-18055,Michelle,Moray,Chicago,Illinois,United States,60623,Central,CA-2018-164378,2018-07-15,2018-07-18,6.56,OFF-AR-10001177,Newell 349,Office Supplies,Art,104,Second Class
VG-21790,Vivek,Gonzalez,San Diego,California,United States,92037,West,CA-2018-139304,2018-01-29,2018-02-02,8.34,OFF-AR-10001216,Newell 339,Office Supplies,Art,103,Standard Class
CC-12430,Chuck,Clark,San Francisco,California,United States,94122,West,CA-2018-125290,2018-11-06,2018-11-10,13.9,OFF-AR-10001216,Newell 339,Office Supplies,Art,104,Second Class
CK-12205,Chloris,Kastensmidt,Columbus,Ohio,United States,43229,East,CA-2017-112256,2017-07-23,2017-07-28,4.45,OFF-AR-10001216,Newell 339,Office Supplies,Art,103,Standard Class
MY-18295,Muhammed,Yedwab,El Cajon,California,United States,92020,West,US-2017-132423,2017-04-15,2017-04-19,8.04,OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,103,Standard Class
LW-17215,Luke,Weiss,Pasadena,California,United States,91104,West,CA-2018-166128,2018-04-11,2018-04-18,41.86,OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,103,Standard Class
EH-14125,Eugene,Hildebrand,Wheeling,West Virginia,United States,26003,East,CA-2018-112725,2018-01-30,2018-02-06,8.82,OFF-AR-10001227,Newell 338,Office Supplies,Art,103,Standard Class
AI-10855,Arianne,Irving,Chesapeake,Virginia,United States,23320,South,CA-2017-158694,2017-11-10,2017-11-13,5.18,OFF-AR-10001227,Newell 338,Office Supplies,Art,104,Second Class
SG-20890,Susan,Gilcrest,Amarillo,Texas,United States,79109,Central,US-2015-105151,2015-03-30,2015-03-31,10.5,OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Art,101,First Class
GZ-14545,George,Zrebassa,Lawrence,Massachusetts,United States,1841,East,CA-2018-137001,2018-06-10,2018-06-13,14.7,OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Art,104,Second Class
EH-13765,Edward,Hooks,New York City,New York,United States,10011,East,CA-2017-135776,2017-12-23,2017-12-30,4.2,OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Art,103,Standard Class
EH-13765,Edward,Hooks,New York City,New York,United States,10011,East,CA-2017-135776,2017-12-23,2017-12-30,4.2,OFF-AR-10001246,Newell 317,Office Supplies,Art,103,Standard Class
AH-10465,Amy,Hunt,Decatur,Alabama,United States,35601,South,CA-2016-141243,2016-01-03,2016-01-08,7.06,OFF-AR-10001246,Newell 317,Office Supplies,Art,104,Second Class
LC-16870,Lena,Cacioppo,Chicago,Illinois,United States,60653,Central,CA-2016-150770,2016-05-03,2016-05-06,8.82,OFF-AR-10001246,Newell 317,Office Supplies,Art,101,First Class
AH-10690,Anna,Häberlin,Virginia Beach,Virginia,United States,23464,South,CA-2016-113628,2016-11-12,2016-11-19,4.66,OFF-AR-10001246,Newell 317,Office Supplies,Art,103,Standard Class
BN-11515,Bradley,Nguyen,Lakeville,Minnesota,United States,55044,Central,CA-2018-163405,2018-12-21,2018-12-25,5.88,OFF-AR-10001246,Newell 317,Office Supplies,Art,103,Standard Class
AR-10510,Andrew,Roberts,Tulsa,Oklahoma,United States,74133,Central,US-2015-105767,2015-05-23,2015-05-27,3.28,OFF-AR-10001246,Newell 317,Office Supplies,Art,103,Standard Class
KM-16720,Kunst,Miller,Lowell,Massachusetts,United States,1852,East,US-2016-106873,2016-09-24,2016-09-29,14.58,OFF-AR-10001246,Newell 317,Office Supplies,Art,104,Second Class
AG-10330,Alex,Grayson,Mesa,Arizona,United States,85204,West,CA-2018-108287,2018-12-18,2018-12-20,12.67,OFF-AR-10001315,Newell 310,Office Supplies,Art,101,First Class
BC-11125,Becky,Castell,Philadelphia,Pennsylvania,United States,19134,East,CA-2018-113530,2018-05-19,2018-05-21,3.52,OFF-AR-10001315,Newell 310,Office Supplies,Art,104,Second Class
VW-21775,Victoria,Wilson,Sioux Falls,South Dakota,United States,57103,Central,CA-2016-111507,2016-02-06,2016-02-13,5.28,OFF-AR-10001315,Newell 310,Office Supplies,Art,103,Standard Class
SJ-20125,Sanjit,Jacobs,Houston,Texas,United States,77036,Central,CA-2016-102260,2016-09-22,2016-09-26,2.82,OFF-AR-10001315,Newell 310,Office Supplies,Art,103,Standard Class
JF-15190,Jamie,Frazer,New York City,New York,United States,10024,East,CA-2015-116407,2015-11-15,2015-11-21,4.22,OFF-AR-10001315,Newell 310,Office Supplies,Art,103,Standard Class
MZ-17335,Maria,Zettner,San Diego,California,United States,92024,West,CA-2017-114748,2017-10-09,2017-10-14,1.41,OFF-AR-10001315,Newell 310,Office Supplies,Art,103,Standard Class
TP-21130,Theone,Pippenger,Naperville,Illinois,United States,60540,Central,US-2018-107384,2018-12-04,2018-12-08,8.8,OFF-AR-10001315,Newell 310,Office Supplies,Art,103,Standard Class
CS-12490,Cindy,Schnelling,Conroe,Texas,United States,77301,Central,CA-2016-128608,2016-01-12,2016-01-17,10.37,OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,103,Standard Class
SC-20095,Sanjit,Chand,Quincy,Massachusetts,United States,2169,East,CA-2015-117016,2015-03-04,2015-03-09,15.55,OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,103,Standard Class
AR-10825,Anthony,Rawles,Concord,California,United States,94521,West,CA-2015-109218,2015-06-30,2015-07-03,32.4,OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,104,Second Class
NC-18340,Nat,Carroll,Fargo,North Dakota,United States,58103,Central,CA-2018-111332,2018-05-20,2018-05-22,7.41,OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,104,Second Class
TD-20995,Tamara,Dahlen,New York City,New York,United States,10011,East,CA-2018-134306,2018-07-08,2018-07-12,7.56,OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,103,Standard Class
LC-17140,Logan,Currie,Philadelphia,Pennsylvania,United States,19140,East,CA-2018-169439,2018-09-09,2018-09-13,25.92,OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,103,Standard Class
PJ-19015,Pauline,Johnson,Mobile,Alabama,United States,36608,South,CA-2018-163069,2018-08-18,2018-08-21,9.91,OFF-AR-10001419,Newell 325,Office Supplies,Art,104,Second Class
JL-15130,Jack,Lebron,Wilmington,North Carolina,United States,28403,South,CA-2018-150910,2018-12-22,2018-12-28,23.13,OFF-AR-10001419,Newell 325,Office Supplies,Art,103,Standard Class
HE-14800,Harold,Engle,Milwaukee,Wisconsin,United States,53209,Central,CA-2018-140480,2018-07-08,2018-07-12,28.91,OFF-AR-10001419,Newell 325,Office Supplies,Art,103,Standard Class
PL-18925,Paul,Lucas,Philadelphia,Pennsylvania,United States,19140,East,CA-2018-109946,2018-04-16,2018-04-21,16.52,OFF-AR-10001419,Newell 325,Office Supplies,Art,103,Standard Class
BC-11125,Becky,Castell,Philadelphia,Pennsylvania,United States,19134,East,CA-2017-149335,2017-07-25,2017-07-25,37.17,OFF-AR-10001419,Newell 325,Office Supplies,Art,102,Same Day
GG-14650,Greg,Guthrie,Columbus,Ohio,United States,43229,East,CA-2015-106439,2015-10-31,2015-11-04,11.34,OFF-AR-10001419,Newell 325,Office Supplies,Art,103,Standard Class
AB-10015,Aaron,Bergman,Seattle,Washington,United States,98103,West,CA-2015-156587,2015-03-07,2015-03-08,17.94,OFF-AR-10001427,Newell 330,Office Supplies,Art,101,First Class
CS-12355,Christine,Sundaresam,Roswell,Georgia,United States,30076,South,CA-2018-111269,2018-06-16,2018-06-18,23.92,OFF-AR-10001427,Newell 330,Office Supplies,Art,104,Second Class
BB-10990,Barry,Blumstein,San Antonio,Texas,United States,78207,Central,CA-2018-118136,2018-09-16,2018-09-17,5.98,OFF-AR-10001427,Newell 330,Office Supplies,Art,101,First Class
PO-19180,Philisse,Overcash,Seattle,Washington,United States,98115,West,US-2016-156797,2016-08-11,2016-08-15,11.96,OFF-AR-10001427,Newell 330,Office Supplies,Art,103,Standard Class
FM-14215,Filia,McAdams,Richmond,Kentucky,United States,40475,South,CA-2018-143651,2018-03-25,2018-03-30,23.1,OFF-AR-10001446,Newell 309,Office Supplies,Art,103,Standard Class
GT-14710,Greg,Tran,New York City,New York,United States,10035,East,CA-2018-161774,2018-05-14,2018-05-15,7.99,OFF-AR-10001446,Newell 309,Office Supplies,Art,101,First Class
GK-14620,Grace,Kelly,Los Angeles,California,United States,90049,West,CA-2016-133396,2016-08-13,2016-08-15,64.68,OFF-AR-10001446,Newell 309,Office Supplies,Art,101,First Class
EP-13915,Emily,Phan,Philadelphia,Pennsylvania,United States,19120,East,CA-2017-113390,2017-10-11,2017-10-15,5.34,OFF-AR-10001446,Newell 309,Office Supplies,Art,103,Standard Class
AS-10090,Adam,Shillingsburg,San Diego,California,United States,92037,West,US-2018-108063,2018-12-02,2018-12-05,34.65,OFF-AR-10001446,Newell 309,Office Supplies,Art,101,First Class
SZ-20035,Sam,Zeldin,Grand Prairie,Texas,United States,75051,Central,CA-2016-154284,2016-12-21,2016-12-26,51.76,OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Art,104,Second Class
SV-20785,Stewart,Visinsky,Pueblo,Colorado,United States,81001,West,CA-2016-112130,2016-05-03,2016-05-07,7.97,OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Art,103,Standard Class
